集團名稱,count
8038  長園科技,1
8034A 榮群,1
8028  昇陽,1
8027  鈦昇,1
8024  佑華,1
8021  尖點,1
8011  台通集團,1
8103  瀚荃,1
8102  傑霖,1
2381  華宇集團,1
8097A 常珵,1
8096  擎亞集團,1
8093A 青雲視訊,1
8092  建暐,1
8091  翔名,1
8088  品安科技,1
8087B 麗珅國際集團,1
8084A 同啟投資,1
8083  瑞穎,1
8077B 日商HIS,1
8076  伍豐集團,1
8074  鉅橡,1
8072  陞泰,1
8299  群聯集團,1
8289  泰藝電,1
8284  三竹資訊,1
8271  宇瞻,1
8234  新漢,1
8227  巨有科,1
6299  文麥集團,1
8210  勤誠集團,1
8182  加高電子,1
8176  智捷,1
8171  天宇工業,1
8150A 南茂,1
8147  正淩精密,1
8112  至上,1
8111  立碁集團,1
8105A 日商Ortus,1
8431A 花鐳哲家,1
8429  金麗,1
8426  紅木,1
8423  保綠,1
8421  旭源,1
8416  實威,1
8411  福貞,1
8410  森田,1
8409  商之器,1
2576  敏盛醫療體系,1
8401  白紗科技,1
8390  金益鼎,1
8367  建新,1
8354  冠郝,1
8349A 恒耀,1
8342  益張實業,1
8930  青鋼,1
8929  富堡集團,1
8928  鉅明,1
9963  台灣電力集團,1
8924  大田集團,1
8923  時報出版集團,1
8916  光隆實業,1
1768  欣彰天然集團,1
8906  花王集團,1
8443  阿瘦,1
8442  威宏,1
1310B 陳啟川家族,1
8438  昶昕,1
8437  大地幼教,1
8435A 林樂萍團隊,1
8433  弘帆,1
1440A 侯博義,1
9911  櫻花集團,1
9944  新麗,1
8998  練台生集團,1
9942  茂順,1
9940  信義房屋,1
9939  宏全,1
9935  慶豐富,1
9934  成霖,1
2847  大眾金融集團,1
25795 美孚建設集團,1
1256  鮮活,1
1225  茂生農經集團,1
9962  有益,1
9914  美利達集團,1
8488  吉源-KY,1
1227  佳格集團,1
1220  台榮集團,1
1219  福壽集團,1
8905  裕國集團,1
8499  台衡隆揚,1
8489  三貝德,1
9919  康那香集團,1
9921  巨大機械,1
9924  福興,1
9927  泰銘,1
1210  大成長城集團,1
1203  味王集團,1
12844 頂新國際集團,1
1110  東南水泥集團,1
1109  信大集團,1
1108  幸福水泥集團,1
